1000	960	0.0000
1000	970	0.0000
400	100	0.5529
600	100	0.4511
600	300	0.0932
800	100	0.2006
800	300	0.0915
800	500	0.0241
1000	100	0.0628
1000	300	0.0313
1000	500	0.0284
1000	700	0.0020
1200	100	0.0175
1200	300	0.0153
1200	500	0.0082
1200	700	0.0063
1200	900	0.0011
1200	1100	0.0000
1400	100	0.0042
1400	300	0.0042
1400	500	0.0032
1400	700	0.0020
1400	900	0.0013
1400	1100	0.0002
1600	100	0.0012
1600	300	0.0011
1600	500	0.0011
1600	700	0.0012
1600	900	0.0006
1600	1100	0.0002
1800	100	0.0003
1800	300	0.0004
1800	500	0.0004
1800	700	0.0003
1800	900	0.0003
1800	1100	0.0002
1100	300	0.0286
1100	500	0.0132
1100	700	0.0056
1300	100	0.0090
1300	300	0.0081
1300	500	0.0068
1300	700	0.0034
1500	100	0.0023
1500	300	0.0022
1500	500	0.0018
1500	700	0.0015
400	200	0.3272
600	400	0.0609
800	600	0.0057
1000	800	0.0007
400	240	0.1424
600	440	0.0000
800	640	0.0000
1000	840	0.0006
400	280	0.0000
600	480	0.0000
800	680	0.0025
1000	880	0.0000
800	700	0.0000
800	720	0.0000
800	740	0.0000
800	760	0.0000
800	770	0.0000
400	300	0.0545
400	320	0.0647
400	340	0.0000
400	360	0.0000
400	370	0.0000
600	500	0.0116
600	520	0.0000
600	540	0.0000
600	560	0.0000
600	570	0.0000
1000	900	0.0002
1000	920	0.0000
1000	940	0.0000
