1000	960	0.0000
1000	970	0.0000
400	100	0.6408
600	100	0.4050
600	300	0.3116
800	100	0.2256
800	300	0.1831
800	500	0.0963
1000	100	0.0799
1000	300	0.0807
1000	500	0.0531
1000	700	0.0254
1200	100	0.0281
1200	300	0.0301
1200	500	0.0214
1200	700	0.0171
1200	900	0.0077
1200	1100	0.0008
1400	100	0.0105
1400	300	0.0114
1400	500	0.0090
1400	700	0.0083
1400	900	0.0054
1400	1100	0.0021
1600	100	0.0041
1600	300	0.0038
1600	500	0.0036
1600	700	0.0036
1600	900	0.0027
1600	1100	0.0015
1800	100	0.0014
1800	300	0.0015
1800	500	0.0014
1800	700	0.0013
1800	900	0.0011
1800	1100	0.0010
1100	300	0.0463
1100	500	0.0392
1100	700	0.0213
1300	100	0.0176
1300	300	0.0169
1300	500	0.0163
1300	700	0.0105
1500	100	0.0067
1500	300	0.0067
1500	500	0.0058
1500	700	0.0050
400	200	0.4813
600	400	0.1874
800	600	0.0377
1000	800	0.0172
400	240	0.5549
600	440	0.2645
800	640	0.0442
1000	840	0.0105
400	280	0.2677
600	480	0.1034
800	680	0.0274
1000	880	0.0097
800	700	0.0216
800	720	0.0097
800	740	0.0000
800	760	0.0000
800	770	0.0000
400	300	0.4129
400	320	0.2571
400	340	0.0587
400	360	0.0000
400	370	0.0000
600	500	0.0696
600	520	0.0453
600	540	0.0091
600	560	0.0026
600	570	0.0000
1000	900	0.0044
1000	920	0.0017
1000	940	0.0000
