1000	960	0.0000
1000	970	0.0000
400	100	0.3937
600	100	0.0618
600	300	0.0510
800	100	0.0095
800	300	0.0093
800	500	0.0086
1000	100	0.0017
1000	300	0.0014
1000	500	0.0019
1000	700	0.0017
1200	100	0.0004
1200	300	0.0004
1200	500	0.0003
1200	700	0.0004
1200	900	0.0004
1200	1100	0.0001
1400	100	0.0001
1400	300	0.0001
1400	500	0.0001
1400	700	0.0001
1400	900	0.0001
1400	1100	0.0001
1600	100	0.0000
1600	300	0.0000
1600	500	0.0000
1600	700	0.0000
1600	900	0.0000
1600	1100	0.0000
1800	100	0.0000
1800	300	0.0000
1800	500	0.0000
1800	700	0.0000
1800	900	0.0000
1800	1100	0.0000
1100	300	0.0008
1100	500	0.0008
1100	700	0.0008
1300	100	0.0002
1300	300	0.0002
1300	500	0.0002
1300	700	0.0002
1500	100	0.0000
1500	300	0.0000
1500	500	0.0000
1500	700	0.0000
400	200	0.2802
600	400	0.0402
800	600	0.0072
1000	800	0.0015
400	240	0.1836
600	440	0.0286
800	640	0.0044
1000	840	0.0009
400	280	0.1007
600	480	0.0172
800	680	0.0031
1000	880	0.0005
800	700	0.0014
800	720	0.0005
800	740	0.0001
800	760	0.0000
800	770	0.0000
400	300	0.0729
400	320	0.0312
400	340	0.0082
400	360	0.0000
400	370	0.0000
600	500	0.0071
600	520	0.0029
600	540	0.0008
600	560	0.0000
600	570	0.0000
1000	900	0.0003
1000	920	0.0001
1000	940	0.0000
